Timestamp,GroundTruth,AIDetected,InferTime,Confidence
1781214491.4717486,False,False,0.000,0.00
1781214491.5235991,False,False,0.000,0.00
1781214491.737055,False,False,0.210,0.00
1781214491.7422166,False,False,0.000,0.00
1781214491.8502765,False,False,0.000,0.00
1781214492.163963,False,False,0.070,0.00
1781214492.1679442,False,False,0.000,0.00
1781214492.1793182,False,False,0.000,0.00
1781214492.2645955,False,False,0.068,0.00
1781214492.2682226,False,False,0.000,0.00
1781214492.2792325,False,False,0.000,0.00
1781214492.4708056,False,False,0.088,0.00
1781214492.4750383,False,False,0.000,0.00
1781214492.479504,False,False,0.000,0.00
1781214492.6290069,False,False,0.098,0.00
1781214492.632703,False,False,0.000,0.00
1781214492.635987,False,False,0.000,0.00
1781214492.7623863,False,False,0.096,0.00
1781214492.76701,False,False,0.000,0.00
1781214492.7791295,False,False,0.000,0.00
1781214492.8952801,False,False,0.069,0.00
1781214492.898585,False,False,0.000,0.00
1781214492.9463532,False,False,0.000,0.00
1781214493.1050112,False,False,0.080,0.00
1781214493.1084206,False,False,0.000,0.00
1781214493.1162038,False,False,0.000,0.00
1781214493.2630444,False,False,0.084,0.00
1781214493.2666,False,False,0.000,0.00
1781214493.2910993,False,False,0.000,0.00
1781214493.412551,False,False,0.066,0.00
1781214493.4184551,False,False,0.000,0.00
1781214493.4652767,False,False,0.000,0.00
1781214493.5694604,False,False,0.068,0.00
1781214493.5727785,False,False,0.000,0.00
1781214493.5839698,False,False,0.000,0.00
1781214493.6950705,False,False,0.073,0.00
1781214493.698603,False,False,0.000,0.00
1781214493.7272522,False,False,0.000,0.00
1781214493.8306339,False,False,0.071,0.00
1781214493.8341014,False,False,0.000,0.00
1781214493.8676531,False,False,0.000,0.00
1781214493.9933453,False,False,0.068,0.00
1781214493.9972646,False,False,0.000,0.00
1781214494.0150247,False,False,0.000,0.00
1781214494.1339452,False,False,0.065,0.00
1781214494.137464,False,False,0.000,0.00
1781214494.1591744,False,False,0.000,0.00
1781214494.2731278,False,False,0.071,0.00
1781214494.314289,False,False,0.000,0.00
1781214494.3873315,False,False,0.000,0.00
1781214494.5196044,False,False,0.067,0.00
1781214494.5230672,False,False,0.000,0.00
1781214494.5655224,False,False,0.000,0.00
1781214494.96616,False,False,0.352,0.00
1781214494.9696484,False,False,0.000,0.00
1781214494.9732785,False,False,0.000,0.00
1781214495.0453784,False,False,0.068,0.00
1781214495.0493243,False,False,0.000,0.00
1781214495.0525477,False,False,0.000,0.00
1781214495.1264203,False,False,0.070,0.00
1781214495.129872,False,False,0.000,0.00
1781214495.1330717,False,False,0.000,0.00
1781214495.2059748,False,False,0.070,0.00
1781214495.4477677,False,False,0.000,0.00
1781214495.5312438,False,False,0.000,0.00
1781214495.6154075,False,False,0.069,0.00
1781214495.6718993,False,False,0.000,0.00
1781214495.7114234,False,False,0.000,0.00
1781214495.793867,False,False,0.067,0.00
1781214495.8556488,False,False,0.000,0.00
1781214495.9113188,False,False,0.000,0.00
1781214495.994842,False,False,0.070,0.00
1781214496.0043697,False,False,0.000,0.00
1781214496.1610959,False,False,0.000,0.00
1781214496.2867448,False,False,0.069,0.00
1781214496.3020768,False,False,0.000,0.00
1781214496.3881788,False,False,0.000,0.00
1781214496.5230064,False,False,0.095,0.00
1781214496.5298004,False,False,0.000,0.00
1781214496.6441596,False,False,0.000,0.00
1781214496.7611952,False,False,0.070,0.00
1781214496.7695675,False,False,0.000,0.00
1781214496.990104,False,False,0.000,0.00
1781214497.1411948,False,False,0.072,0.00
1781214497.1878622,False,False,0.000,0.00
1781214497.2281976,False,False,0.000,0.00
1781214497.4773257,False,False,0.235,0.00
1781214497.4805691,False,False,0.000,0.00
1781214497.5288987,False,False,0.000,0.00
1781214497.6974297,False,False,0.065,0.00
1781214497.7476053,False,False,0.000,0.00
1781214497.76211,False,False,0.000,0.00
1781214498.0390577,False,False,0.071,0.00
1781214498.1296299,False,False,0.000,0.00
1781214498.1758165,False,False,0.000,0.00
1781214498.34108,False,False,0.069,0.00
1781214498.3474762,False,False,0.000,0.00
1781214498.3587599,False,False,0.000,0.00
1781214498.498052,False,False,0.071,0.00
1781214498.5567079,False,False,0.000,0.00
1781214498.568946,False,False,0.000,0.00
1781214498.6902351,False,False,0.069,0.00
1781214498.704298,False,False,0.000,0.00
1781214498.752094,False,False,0.000,0.00
1781214498.8817122,False,False,0.075,0.00
1781214498.8926036,False,False,0.000,0.00
1781214499.1060014,False,False,0.000,0.00
1781214499.2567875,False,False,0.067,0.00
1781214499.3101647,False,False,0.000,0.00
1781214499.32223,False,False,0.000,0.00
1781214499.4352376,False,False,0.068,0.00
1781214499.4534404,False,False,0.000,0.00
1781214499.5141277,False,False,0.000,0.00
1781214499.6538377,False,False,0.067,0.00
1781214499.686863,False,False,0.000,0.00
1781214499.6972132,False,False,0.000,0.00
1781214499.8336241,False,False,0.066,0.00
1781214499.8704362,False,False,0.000,0.00
1781214499.8892868,False,False,0.000,0.00
1781214500.0554233,False,False,0.069,0.00
1781214500.1065705,False,False,0.000,0.00
1781214500.1213608,False,False,0.000,0.00
1781214500.475346,False,False,0.067,0.00
1781214500.5081518,False,False,0.000,0.00
1781214500.5482838,False,False,0.000,0.00
1781214500.635239,False,False,0.069,0.00
1781214500.655485,False,False,0.000,0.00
1781214500.7525492,False,False,0.000,0.00
1781214500.8753228,False,False,0.067,0.00
1781214500.8811584,False,False,0.000,0.00
1781214501.087525,False,False,0.000,0.00
1781214501.1669197,False,False,0.067,0.00
1781214501.173212,False,False,0.000,0.00
1781214501.2460501,False,False,0.000,0.00
1781214501.3546038,False,False,0.068,0.00
1781214501.3899963,False,False,0.000,0.00
1781214501.402095,False,False,0.000,0.00
1781214501.5107908,False,False,0.068,0.00
1781214501.5186012,False,False,0.000,0.00
1781214501.6329772,False,False,0.000,0.00
1781214501.7583365,False,False,0.071,0.00
1781214501.7668064,False,False,0.000,0.00
1781214501.9745502,False,False,0.000,0.00
1781214502.095142,False,False,0.074,0.00
1781214502.1012945,False,False,0.000,0.00
1781214502.1666353,False,False,0.000,0.00
1781214502.274465,False,False,0.068,0.00
