Timestamp,GroundTruth,AIDetected,InferTime,Confidence
1781214713.8239293,False,False,0.000,0.00
1781214713.8742979,False,False,0.000,0.00
1781214714.123222,False,False,0.245,0.00
1781214714.1284928,False,False,0.000,0.00
1781214714.1318498,False,False,0.000,0.00
1781214714.2323,False,False,0.097,0.00
1781214714.2397401,False,False,0.000,0.00
1781214714.2895164,False,False,0.000,0.00
1781214714.4235866,False,False,0.091,0.00
1781214714.427517,False,False,0.000,0.00
1781214714.455672,False,False,0.000,0.00
1781214714.6054432,False,False,0.091,0.00
1781214714.6107326,False,False,0.000,0.00
1781214714.6140556,False,False,0.000,0.00
1781214714.731818,False,False,0.099,0.00
1781214714.7367632,False,False,0.000,0.00
1781214714.8157606,False,False,0.000,0.00
1781214714.988371,False,False,0.093,0.00
1781214714.9918346,False,False,0.000,0.00
1781214714.9957428,False,False,0.000,0.00
1781214715.1109746,False,False,0.082,0.00
1781214715.1155562,False,False,0.000,0.00
1781214715.1385617,False,False,0.000,0.00
1781214715.2845786,False,False,0.085,0.00
1781214715.2881787,False,False,0.000,0.00
1781214715.3176281,False,False,0.000,0.00
1781214715.5488927,False,False,0.090,0.00
1781214715.5525496,False,False,0.000,0.00
1781214715.5931964,False,False,0.000,0.00
1781214715.741551,False,False,0.108,0.00
1781214715.7455091,False,False,0.000,0.00
1781214715.7490933,False,False,0.000,0.00
1781214715.8345773,False,False,0.082,0.00
1781214715.8391948,False,False,0.000,0.00
1781214715.8422186,False,False,0.000,0.00
1781214716.0117128,False,False,0.098,0.00
1781214716.016045,False,False,0.000,0.00
1781214716.0198069,False,False,0.000,0.00
1781214716.2090023,False,True,0.083,0.25
1781214716.2132769,False,True,0.000,0.25
1781214716.2166412,False,True,0.000,0.25
1781214716.365978,False,False,0.092,0.00
1781214716.3696527,False,False,0.000,0.00
1781214716.3730798,False,False,0.000,0.00
1781214716.5037177,False,False,0.085,0.00
1781214716.507313,False,False,0.000,0.00
1781214716.5325475,False,False,0.000,0.00
1781214716.6489313,False,False,0.074,0.00
1781214716.6528656,False,False,0.000,0.00
1781214716.7672489,False,False,0.000,0.00
1781214717.6594255,False,False,0.273,0.00
1781214717.663282,False,False,0.000,0.00
1781214717.666539,False,False,0.000,0.00
1781214717.775794,False,False,0.106,0.00
1781214717.7799487,False,False,0.000,0.00
1781214717.807198,False,False,0.000,0.00
1781214717.9251752,False,False,0.078,0.00
1781214717.9403336,False,False,0.000,0.00
1781214717.991364,False,False,0.000,0.00
1781214718.133431,False,False,0.090,0.00
1781214718.1372163,False,False,0.000,0.00
1781214718.1472805,False,False,0.000,0.00
1781214718.404514,False,False,0.076,0.00
1781214718.4082718,False,False,0.000,0.00
1781214718.41443,False,False,0.000,0.00
1781214718.5387897,False,True,0.090,0.34
1781214718.5427034,False,True,0.000,0.34
1781214718.5465455,False,True,0.000,0.34
1781214718.655485,False,False,0.087,0.00
1781214718.6634932,False,False,0.000,0.00
1781214718.7720075,False,False,0.000,0.00
1781214718.8592868,False,False,0.081,0.00
1781214718.8724961,False,False,0.000,0.00
1781214718.9298217,False,False,0.000,0.00
1781214719.280328,False,False,0.098,0.00
1781214719.2870653,False,False,0.000,0.00
1781214719.4786088,False,False,0.000,0.00
1781214719.7713761,False,False,0.076,0.00
1781214719.7780979,False,False,0.000,0.00
1781214719.8550978,False,False,0.000,0.00
1781214719.969725,False,False,0.104,0.00
1781214719.9734116,False,False,0.000,0.00
1781214720.1077309,False,False,0.000,0.00
1781214720.2336736,False,False,0.076,0.00
1781214720.240107,False,False,0.000,0.00
1781214720.3319807,False,False,0.000,0.00
1781214720.6797888,False,False,0.075,0.00
1781214720.7542865,False,False,0.000,0.00
1781214720.7611053,False,False,0.000,0.00
1781214720.9071019,False,False,0.072,0.00
1781214720.9165168,False,False,0.000,0.00
1781214720.9950974,False,False,0.000,0.00
1781214721.0831754,False,False,0.073,0.00
1781214721.0886166,False,False,0.000,0.00
1781214721.1753185,False,False,0.000,0.00
1781214721.2578437,False,False,0.072,0.00
1781214721.2847452,False,False,0.000,0.00
1781214721.34178,False,False,0.000,0.00
1781214721.6407416,False,False,0.077,0.00
1781214721.6952856,False,False,0.000,0.00
1781214721.7046528,False,False,0.000,0.00
1781214721.8524015,False,False,0.070,0.00
1781214721.915194,False,False,0.000,0.00
1781214721.9317255,False,False,0.000,0.00
1781214723.2409174,False,False,0.074,0.00
1781214723.2442362,False,False,0.000,0.00
1781214723.2746687,False,False,0.000,0.00
1781214723.3993917,False,False,0.070,0.00
1781214723.405533,False,False,0.000,0.00
1781214723.448805,False,False,0.000,0.00
1781214723.7009547,False,False,0.078,0.00
1781214723.7046566,False,False,0.000,0.00
1781214723.773568,False,False,0.000,0.00
1781214723.890292,False,False,0.076,0.00
1781214723.896546,False,False,0.000,0.00
1781214723.976521,False,False,0.000,0.00
1781214724.0862725,False,False,0.073,0.00
1781214724.0921133,False,False,0.000,0.00
1781214724.2544553,False,False,0.000,0.00
1781214724.340415,False,False,0.073,0.00
1781214724.3459654,False,False,0.000,0.00
1781214724.3895369,False,False,0.000,0.00
1781214724.5137682,False,False,0.072,0.00
1781214724.5663126,False,False,0.000,0.00
1781214724.6563785,False,False,0.000,0.00
1781214725.1058872,False,False,0.418,0.00
1781214725.1106508,False,False,0.000,0.00
1781214725.1138928,False,False,0.000,0.00
1781214725.1881096,False,False,0.069,0.00
1781214725.23267,False,False,0.000,0.00
1781214725.2448,False,False,0.000,0.00
1781214725.3547711,False,False,0.071,0.00
1781214725.3603117,False,False,0.000,0.00
1781214725.4494483,False,False,0.000,0.00
1781214725.6801271,False,False,0.074,0.00
1781214725.6836553,False,False,0.000,0.00
1781214725.772286,False,False,0.000,0.00
1781214725.8584318,False,False,0.072,0.00
1781214725.8644516,False,False,0.000,0.00
1781214725.937654,False,False,0.000,0.00
1781214726.073514,False,False,0.072,0.00
1781214726.0991282,False,False,0.000,0.00
1781214726.148978,False,False,0.000,0.00
1781214726.4370058,False,False,0.072,0.00
1781214726.4443636,False,False,0.000,0.00
1781214726.4965878,False,False,0.000,0.00
1781214726.7603407,False,False,0.071,0.00
1781214726.7722392,False,False,0.000,0.00
1781214726.8692288,False,False,0.000,0.00
1781214726.9780264,False,False,0.072,0.00
1781214726.9862099,False,False,0.000,0.00
1781214727.0270119,False,False,0.000,0.00
1781214727.1427586,False,False,0.074,0.00
1781214727.150698,False,False,0.000,0.00
1781214727.3692722,False,False,0.000,0.00
1781214727.7023716,False,False,0.070,0.00
1781214727.7080584,False,False,0.000,0.00
1781214727.7917686,False,False,0.000,0.00
1781214727.8726149,False,False,0.070,0.00
1781214727.8796728,False,False,0.000,0.00
1781214728.132375,False,False,0.000,0.00
1781214728.209907,False,False,0.069,0.00
1781214728.227993,False,False,0.000,0.00
1781214728.431791,False,False,0.000,0.00
1781214728.73419,False,False,0.073,0.00
1781214728.7396781,False,False,0.000,0.00
1781214728.8213496,False,False,0.000,0.00
1781214729.1292858,False,False,0.068,0.00
1781214729.1364377,False,False,0.000,0.00
1781214729.211092,False,False,0.000,0.00
1781214729.293607,False,True,0.071,0.40
1781214729.3009746,False,True,0.000,0.40
1781214729.3553941,False,True,0.000,0.40
1781214729.6574988,False,False,0.072,0.00
1781214729.664659,False,False,0.000,0.00
1781214729.907244,False,False,0.000,0.00
1781214730.2705562,False,False,0.071,0.00
1781214730.2764223,False,False,0.000,0.00
