Timestamp,GroundTruth,AIDetected,InferTime,Confidence
1781215733.5019271,False,False,0.000,0.00
1781215733.5556176,False,False,0.000,0.00
1781215733.7321587,False,False,0.139,0.00
1781215733.7369273,False,False,0.000,0.00
1781215733.7409494,False,False,0.000,0.00
1781215733.911028,False,False,0.068,0.00
1781215733.9165726,False,False,0.000,0.00
1781215733.9645011,False,False,0.000,0.00
1781215734.27403,False,False,0.067,0.00
1781215734.2962759,False,False,0.000,0.00
1781215734.343552,False,False,0.000,0.00
1781215734.591342,False,False,0.068,0.00
1781215734.5956092,False,False,0.000,0.00
1781215734.6631167,False,False,0.000,0.00
1781215734.8142302,False,False,0.067,0.00
1781215734.8182666,False,False,0.000,0.00
1781215734.830976,False,False,0.000,0.00
1781215734.9583616,False,False,0.067,0.00
1781215734.9618447,False,False,0.000,0.00
1781215734.989391,False,False,0.000,0.00
1781215735.1103585,False,False,0.066,0.00
1781215735.113689,False,False,0.000,0.00
1781215735.1241791,False,False,0.000,0.00
1781215735.4140832,False,False,0.071,0.00
1781215735.4174697,False,False,0.000,0.00
1781215735.4478078,False,False,0.000,0.00
1781215735.7084827,False,False,0.072,0.00
1781215735.7407942,False,False,0.000,0.00
1781215735.8021793,False,False,0.000,0.00
1781215735.9444513,False,False,0.065,0.00
1781215735.9477022,False,False,0.000,0.00
1781215736.004396,False,False,0.000,0.00
1781215736.1231625,False,False,0.070,0.00
1781215736.126784,False,False,0.000,0.00
1781215736.290833,False,False,0.000,0.00
1781215736.546685,False,False,0.067,0.00
1781215736.5501142,False,False,0.000,0.00
1781215736.5583751,False,False,0.000,0.00
1781215736.6721106,False,False,0.069,0.00
1781215736.6755028,False,False,0.000,0.00
1781215736.6787806,False,False,0.000,0.00
1781215736.9789777,False,False,0.068,0.00
1781215736.982863,False,False,0.000,0.00
1781215737.0075336,False,False,0.000,0.00
1781215737.1286743,False,False,0.067,0.00
1781215737.1320727,False,False,0.000,0.00
1781215737.1390092,False,False,0.000,0.00
1781215737.389677,False,False,0.066,0.00
1781215737.3933394,False,False,0.000,0.00
1781215737.4380517,False,False,0.000,0.00
1781215737.5521147,False,False,0.070,0.00
1781215737.555544,False,False,0.000,0.00
1781215737.5602052,False,False,0.000,0.00
1781215737.6786137,False,False,0.077,0.00
1781215737.682072,False,False,0.000,0.00
1781215737.685218,False,False,0.000,0.00
1781215737.7914598,False,False,0.067,0.00
1781215737.794737,False,False,0.000,0.00
1781215737.8774612,False,False,0.000,0.00
1781215738.0725212,False,False,0.065,0.00
1781215739.5127099,False,False,0.000,0.00
1781215739.5617554,False,False,0.000,0.00
1781215739.6950428,False,False,0.068,0.00
1781215739.6984527,False,False,0.000,0.00
1781215739.7220511,False,False,0.000,0.00
1781215739.8801818,False,False,0.070,0.00
1781215739.8835323,False,False,0.000,0.00
1781215739.9017625,False,False,0.000,0.00
1781215740.1984065,False,False,0.066,0.00
1781215740.2022257,False,False,0.000,0.00
1781215740.2253673,False,False,0.000,0.00
1781215740.3471398,False,False,0.065,0.00
1781215740.3505642,False,False,0.000,0.00
1781215740.5663323,False,False,0.000,0.00
1781215740.917176,False,False,0.069,0.00
1781215740.920578,False,False,0.000,0.00
1781215740.9815667,False,False,0.000,0.00
1781215741.2066164,False,False,0.067,0.00
1781215741.2191489,False,False,0.000,0.00
1781215741.2883341,False,False,0.000,0.00
1781215741.3671877,False,False,0.068,0.00
1781215741.4083512,False,False,0.000,0.00
1781215741.418169,False,False,0.000,0.00
1781215741.5557806,False,False,0.066,0.00
1781215741.5737312,False,False,0.000,0.00
1781215741.7077868,False,False,0.000,0.00
1781215741.8415325,False,False,0.067,0.00
1781215741.8765743,False,False,0.000,0.00
1781215741.8831332,False,False,0.000,0.00
1781215742.1745305,False,False,0.065,0.00
1781215742.182159,False,False,0.000,0.00
1781215742.2496688,False,False,0.000,0.00
1781215742.3298929,False,False,0.065,0.00
1781215742.4218748,False,False,0.000,0.00
1781215742.4277484,False,False,0.000,0.00
1781215742.7385747,False,False,0.067,0.00
1781215742.7459686,False,False,0.000,0.00
1781215742.8409617,False,False,0.000,0.00
1781215743.097385,False,False,0.070,0.00
1781215743.123515,False,False,0.000,0.00
1781215743.2293541,False,False,0.000,0.00
1781215743.3077235,False,False,0.068,0.00
1781215743.31882,False,False,0.000,0.00
1781215743.4078615,False,False,0.000,0.00
1781215743.5699968,False,False,0.066,0.00
1781215743.60662,False,False,0.000,0.00
1781215743.687728,False,False,0.000,0.00
1781215743.7685144,False,False,0.068,0.00
1781215743.7767513,False,False,0.000,0.00
1781215744.0272195,False,False,0.000,0.00
1781215744.3364751,False,False,0.068,0.00
1781215744.342117,False,False,0.000,0.00
1781215744.4073048,False,False,0.000,0.00
1781215744.4867082,False,False,0.064,0.00
1781215744.54905,False,False,0.000,0.00
1781215744.5619457,False,False,0.000,0.00
1781215744.6696098,False,False,0.069,0.00
1781215744.6880558,False,False,0.000,0.00
1781215744.9102805,False,False,0.000,0.00
1781215744.991456,False,False,0.065,0.00
1781215745.0225832,False,False,0.000,0.00
1781215745.2043202,False,False,0.000,0.00
1781215745.3575609,False,False,0.069,0.00
1781215745.3632736,False,False,0.000,0.00
1781215745.4235463,False,False,0.000,0.00
1781215745.6201463,False,False,0.066,0.00
1781215745.647746,False,False,0.000,0.00
1781215745.7267902,False,False,0.000,0.00
1781215745.8098247,False,False,0.071,0.00
1781215745.8179877,False,False,0.000,0.00
1781215745.8866582,False,False,0.000,0.00
1781215745.9645464,False,False,0.065,0.00
1781215745.9706101,False,False,0.000,0.00
1781215746.261215,False,False,0.000,0.00
1781215746.3442035,False,False,0.073,0.00
