Timestamp,GroundTruth,AIDetected,InferTime,Confidence
1781216031.426134,False,False,0.000,0.00
1781216031.4788249,False,False,0.000,0.00
1781216031.6685457,False,False,0.187,0.00
1781216031.6745474,False,False,0.000,0.00
1781216031.8966076,False,False,0.000,0.00
1781216032.1641245,False,True,0.076,0.46
1781216032.2255828,False,True,0.000,0.46
1781216032.3252316,False,True,0.000,0.46
1781216032.4353566,False,True,0.067,0.77
1781216032.438636,False,True,0.000,0.77
1781216032.4986265,False,True,0.000,0.77
1781216032.6135378,False,True,0.070,0.67
1781216032.6169884,False,True,0.000,0.67
1781216032.6205256,False,True,0.000,0.67
1781216032.7515423,False,True,0.067,0.78
1781216032.7549827,False,True,0.000,0.78
1781216032.7981644,False,True,0.000,0.78
1781216032.9706626,False,True,0.071,0.90
1781216032.9750125,False,True,0.000,0.90
1781216032.9782908,False,True,0.000,0.90
1781216033.0893505,False,True,0.071,0.80
1781216033.0928354,False,True,0.000,0.80
1781216033.095894,False,True,0.000,0.80
1781216033.3844059,False,True,0.069,0.83
1781216033.450278,False,True,0.000,0.83
1781216033.6867144,False,True,0.000,0.83
1781216033.9848735,False,True,0.069,0.79
1781216034.028091,False,True,0.000,0.79
1781216034.0804217,False,True,0.000,0.79
1781216034.1897948,False,True,0.074,0.86
1781216034.193466,False,True,0.000,0.86
1781216034.2650242,False,True,0.000,0.86
1781216034.4376864,False,True,0.072,0.78
1781216034.441251,False,True,0.000,0.78
1781216034.463244,False,True,0.000,0.78
1781216034.7530994,False,True,0.073,0.46
1781216034.756513,False,True,0.000,0.46
1781216034.7595367,False,True,0.000,0.46
1781216034.9208107,False,True,0.070,0.85
1781216034.9249682,False,True,0.000,0.85
1781216034.9367292,False,True,0.000,0.85
1781216035.0478294,False,True,0.068,0.81
1781216035.0594509,False,True,0.000,0.81
1781216035.099367,False,True,0.000,0.81
1781216035.2175348,False,True,0.077,0.79
1781216035.2211819,False,True,0.000,0.79
1781216035.4064114,False,True,0.000,0.79
1781216035.729607,False,True,0.091,0.86
1781216035.7332573,False,True,0.000,0.86
1781216035.7389722,False,True,0.000,0.86
1781216035.953267,False,True,0.071,0.83
1781216035.9827838,False,True,0.000,0.83
1781216036.0395758,False,True,0.000,0.83
1781216036.1562314,False,True,0.078,0.87
1781216036.1596475,False,True,0.000,0.87
1781216036.1627607,False,True,0.000,0.87
1781216036.2743762,False,True,0.074,0.89
1781216036.2778106,False,True,0.000,0.89
1781216036.362545,False,True,0.000,0.89
1781216036.6428323,False,True,0.073,0.30
1781216036.7244482,False,True,0.000,0.30
1781216036.7873747,False,True,0.000,0.30
1781216036.9166164,False,True,0.078,0.57
1781216036.9632008,False,True,0.000,0.57
1781216037.1622252,False,True,0.000,0.57
1781216037.2946205,False,True,0.074,0.79
1781216037.3002627,False,True,0.000,0.79
1781216037.4983032,False,True,0.000,0.79
1781216037.7795544,False,True,0.069,0.77
1781216037.7961364,False,True,0.000,0.77
1781216037.8354313,False,True,0.000,0.77
1781216037.9528928,False,False,0.072,0.00
1781216037.9592535,False,False,0.000,0.00
1781216038.0058475,False,False,0.000,0.00
1781216038.1603773,False,False,0.074,0.00
1781216038.1640909,False,False,0.000,0.00
1781216038.1731346,False,False,0.000,0.00
1781216038.3408551,False,False,0.070,0.00
1781216039.8360467,False,False,0.000,0.00
1781216039.8818183,False,False,0.000,0.00
1781216040.143097,False,False,0.078,0.00
1781216040.1840117,False,False,0.000,0.00
1781216040.263822,False,False,0.000,0.00
1781216040.3960338,False,False,0.092,0.00
1781216040.3999286,False,False,0.000,0.00
1781216040.4432795,False,False,0.000,0.00
1781216040.5425222,False,False,0.076,0.00
1781216040.5836234,False,False,0.000,0.00
1781216040.648411,False,False,0.000,0.00
1781216040.8506503,False,False,0.078,0.00
1781216040.8758159,False,False,0.000,0.00
1781216040.943409,False,False,0.000,0.00
1781216041.0868528,False,False,0.136,0.00
1781216041.1051471,False,False,0.000,0.00
1781216041.1533992,False,False,0.000,0.00
